cell id,modalities,auditory,ciberial_mechanosensory_neuron,enteric_gustatory,grooming,gustatory,hygrosensory,johnstons_organ_other,mechanosensory,ocellar,olfactory,thermosensory,visual_achromatic,visual_chromatic,wind_gravity
720575941471127104,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941524363778,13,True,True,True,True,True,False,True,True,True,True,True,True,True,True
720575941530662531,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941390112772,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941459161670,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941410264235,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941511874124,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941558635279,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941658423376,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941476183089,10,True,True,True,True,True,False,True,True,False,False,False,True,True,True
720575941639800607,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941657879576,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941618969215,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941391374340,11,True,False,False,True,True,True,True,True,True,True,True,False,True,True
720575941484288006,6,True,False,False,True,False,False,True,True,False,False,False,False,True,True
720575941470195723,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941432080398,12,True,True,True,True,True,False,True,True,True,True,True,False,True,True
720575941466873878,11,True,True,True,True,True,True,True,True,False,False,True,False,True,True
720575941466902550,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941467068438,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941535537178,7,True,False,False,True,False,False,True,True,True,False,False,False,True,True
720575941407580207,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941476214833,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941489715253,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941497098313,12,True,True,False,True,True,True,True,True,True,True,True,False,True,True
720575941524766797,12,True,True,False,True,True,True,True,True,True,True,True,False,True,True
720575941532803160,11,True,True,True,True,True,False,True,True,False,True,True,False,True,True
720575941577732185,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941430931553,7,True,False,False,True,False,False,True,True,True,False,False,False,True,True
720575941479901314,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941552717959,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941547534472,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941412147345,8,True,False,False,True,True,False,True,True,True,False,False,False,True,True
720575941515411603,10,True,True,False,True,True,True,True,True,True,False,False,False,True,True
720575941536778389,12,True,True,False,True,True,True,True,True,True,True,True,False,True,True
720575941497477282,7,True,False,False,True,False,False,True,True,False,True,False,False,True,True
720575941479911587,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941410089131,4,True,False,False,False,False,False,True,False,False,False,False,False,True,True
720575941492697264,8,True,True,False,True,False,False,True,True,True,False,False,False,True,True
720575941448110261,11,True,False,False,True,True,True,True,True,True,True,True,False,True,True
720575941545758908,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941440280767,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941597923520,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941501806786,6,True,False,False,True,False,False,True,True,False,False,False,False,True,True
720575941494986951,10,True,True,False,True,True,True,True,True,True,False,False,False,True,True
720575941529729227,6,True,False,False,True,False,False,False,True,False,False,True,False,True,True
720575941485430992,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941510361298,5,True,False,False,False,False,False,True,True,False,False,False,False,True,True
720575941479114976,11,True,True,True,True,True,True,True,True,False,True,False,False,True,True
720575941531584741,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941536301288,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941534292202,9,True,True,False,True,False,False,True,True,True,True,False,False,True,True
720575941455714541,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941687228655,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941458112752,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941458217200,7,True,False,False,True,True,False,True,True,False,False,False,False,True,True
720575941650178289,9,True,True,True,True,True,False,True,True,False,False,False,False,True,True
720575941602939126,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941550934271,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941553768705,9,True,True,True,False,True,False,True,True,False,True,False,False,True,True
720575941543684357,7,True,False,False,True,False,False,True,True,True,False,False,False,True,True
720575941543901445,12,True,True,False,True,True,True,True,True,True,True,True,False,True,True
720575941573628169,13,True,True,True,True,True,True,True,True,True,True,True,False,True,True
720575941574140169,12,True,True,True,True,True,True,True,True,False,True,True,False,True,True
720575941468410123,6,True,False,False,True,False,False,True,True,False,False,False,False,True,True
