cell id,modalities,auditory,ciberial_mechanosensory_neuron,enteric_gustatory,grooming,gustatory,hygrosensory,johnstons_organ_other,mechanosensory,ocellar,olfactory,thermosensory,visual_achromatic,visual_chromatic,wind_gravity
720575941390112772,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941391374340,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941470195723,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941432080398,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941466902550,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941467068438,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941535537178,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941407580207,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941476214833,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941489715253,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941497098313,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941523447883,13,True,True,False,True,True,True,True,True,True,True,True,True,True,True
720575941524766797,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941658423376,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941532803160,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941577732185,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941430931553,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941431042145,13,True,True,False,True,True,True,True,True,True,True,True,True,True,True
720575941479901314,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941552717959,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941547534472,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941412147345,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941563320466,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515411603,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941536778389,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941479911587,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941492697264,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941448110261,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941545758908,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941440280767,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941597923520,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941501806786,13,True,False,True,True,True,True,True,True,True,True,True,True,True,True
720575941485430992,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941510361298,12,True,False,False,True,True,True,True,True,True,True,True,True,True,True
720575941531584741,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941536301288,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941534292202,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941455714541,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941458112752,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941458217200,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941602939126,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941550934271,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941543684357,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941543901445,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573628169,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941574140169,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941468410123,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941470513419,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941558894863,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941567461678,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941475557681,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941477013825,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941514434883,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941523626315,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941525285197,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941643215186,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515432282,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941505673566,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941472887136,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941568870770,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941644128632,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941495998843,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941618895231,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941493881216,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941507897729,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941552142727,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941552726407,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941430069641,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941434511758,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941434589582,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941413462420,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941564438935,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941571475870,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941444018602,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941407447470,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941534222770,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941546314164,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941678242237,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941481304515,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941441106383,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941486858704,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941612773852,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941468213725,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941479512544,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941628860898,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941628867042,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941455137261,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941514656249,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941572671995,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941562440192,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941524363778,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515072003,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941431747086,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941548409377,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941507332642,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941594497575,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941591988776,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941476250164,12,True,True,False,True,False,True,True,True,True,True,True,True,True,True
720575941476477492,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941437864511,8,True,False,False,True,False,False,True,True,True,False,False,True,True,True
720575941475764801,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941513855555,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941459161670,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941609605706,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941513611866,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941431431777,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941545280105,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941411471983,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941568660082,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941559427699,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941549156980,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941470280311,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941580980857,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941497412219,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941493947006,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941618969215,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941507603073,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941485636237,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515100819,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941390285462,13,True,True,False,True,True,True,True,True,True,True,True,True,True,True
720575941390623382,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941552321178,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573671581,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573980829,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941410077355,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941407529646,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941539809997,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941440836303,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941431321303,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941568410362,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573266171,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515154179,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941543662341,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941571547912,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941687337740,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941462375181,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941558635279,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941652300561,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941651139349,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941506196247,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941525824281,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941553150747,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941433654048,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941591804712,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941473313578,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941437451052,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941407841071,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941549169469,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941471230784,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941511473996,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941439767381,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941502628695,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515250522,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941540246364,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941506145118,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941583485791,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941430975329,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941525797732,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941594823537,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941557943155,3,False,False,False,False,False,False,False,False,True,False,False,True,True,False
720575941539767165,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941532728195,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941585169286,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941430250377,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941485562765,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941413315473,12,True,True,False,True,True,True,True,True,False,True,True,True,True,True
720575941614744473,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941614336921,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941571767198,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941632392096,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941643172769,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941492216752,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941575451574,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941482286022,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941508799442,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941518621656,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941468212189,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941584716766,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941555479524,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941631396844,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941631458284,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941667841011,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941515219961,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941567187962,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941551115263,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941563218944,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941551049727,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941564195847,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941509448720,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941657879576,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941541039133,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941476176926,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941638407199,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941435210784,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941407468591,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941352057904,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941476183089,13,True,True,True,True,True,True,True,True,False,True,True,True,True,True
720575941476371521,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941485878338,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941571077192,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941449528398,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941513942106,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941565285479,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941477596266,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941470370935,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941501543563,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941588923532,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941590389900,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573248157,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941458271391,11,True,False,False,True,True,True,True,True,True,False,True,True,True,True
720575941498903714,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941480115363,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941562164392,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941562404008,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941443964074,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941410264235,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941610917037,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941490535600,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941546415284,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941447374005,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941528855736,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941632945339,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941460169924,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941495051463,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941489083596,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941700316378,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941701235930,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941467350237,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941554109668,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941555674340,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941535128808,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941538335986,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941667357939,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941522330871,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941512951033,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941573616891,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941551054079,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941526105346,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941445047572,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941506047255,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941542051101,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941591872808,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941473793322,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941436095788,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941559104813,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941489607989,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941587047735,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941505983813,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941506331973,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941572509000,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941523236171,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941449434446,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941565484391,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941565572455,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941518927214,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941411620207,13,True,True,True,True,True,True,True,True,False,True,True,True,True,True
720575941403354480,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941638548853,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941483554189,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941461063056,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941461884304,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941561781650,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941563391383,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941552815514,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941597556124,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941644578209,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941498676642,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941670841767,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941410379179,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
720575941517809068,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True
